g,n,iso,fam,ma,lat,lon
eten1239,Eten,etx,Atlantic-Congo,Africa,9.73073,8.61443
eteo1236,Eteocretan,ecr,Unclassifiable,Eurasia,,
eteo1240,Eteocypriot,ecy,Unclassifiable,Eurasia,34.72103,33.1189
ethi1238,Ethiopian Sign Language,eth,Sign Language,Africa,8.9761,38.8534
etky1238,Etkywan,ich,Atlantic-Congo,Africa,7.13773,10.3501
eton1253,Eton-Mengisa,eto,Atlantic-Congo,Africa,4.21045,11.3935
eton1255,Eton (Vanuatu),etn,Austronesian,Papunesia,-17.74,168.549
etru1241,Etruscan,ett,,Eurasia,41.9,12.4833
etul1245,Etulo,utr,Atlantic-Congo,Africa,7.75865,9.44447
eude1234,Eudeve,eud,Uto-Aztecan,North America,28.5,-110.0
euro1250,Europanto,eur,Bookkeeping,,,
evan1238,Evant,bzz,Atlantic-Congo,Africa,6.34906,9.46432
even1259,Evenki,evn,Tungusic,Eurasia,61.972,94.689
even1260,Even,eve,Tungusic,Eurasia,70.6687,130.914
eviy1235,Viya,gev,Atlantic-Congo,Africa,-1.22,10.58
ewag1241,Ewage-Notu,nou,Nuclear Trans New Guinea,Papunesia,-8.68756,148.405
ewee1241,Ewe,ewe,Atlantic-Congo,Africa,6.46061,0.814975
ewon1239,Ewondo,ewo,Atlantic-Congo,Africa,4.21141,11.93646
ewon1240,Ewondo Populaire,,Pidgin,Africa,,
extr1243,Extremaduran,ext,Indo-European,Eurasia,39.1926,-6.10179
extr1248,Extreme North Cameroon Sign Language,,Sign Language,Africa,10.597222,14.315833
eyak1241,Eyak,eya,Athabaskan-Eyak-Tlingit,North America,60.4232,-144.762
fada1250,Annobonese,fab,Indo-European,Africa,-1.43033,5.61879
faet1240,Faeto and Celle San Vito Francoprovencal,,Indo-European,Eurasia,41.32435,15.171636
faga1239,Fagani,faf,Austronesian,Papunesia,-10.4479,161.662
faif1234,Faifi,fif,Afro-Asiatic,Eurasia,17.292,43.148
fair1238,Faire Atta,azt,Austronesian,Papunesia,17.9808,121.436
fait1240,Kulsab,faj,Nuclear Trans New Guinea,Papunesia,-5.59947,145.298
faiw1243,Faiwol,fai,Nuclear Trans New Guinea,Papunesia,-5.4967,141.656
fala1241,Fala,fax,Indo-European,Eurasia,40.1651,-6.91452
fala1243,Falam Chin,cfm,Sino-Tibetan,Eurasia,23.7892833333,92.3254633333
fala1245,Falam Chin (Retired),flm,Bookkeeping,,,
fali1285,Fali,fli,Afro-Asiatic,Africa,10.5419,13.4087
fali1291,Faliscan,xfa,Indo-European,Eurasia,42.3,12.345
famm1241,Fam,fam,Atlantic-Congo,Africa,7.54277,10.505
fana1235,Fanagalo,fng,Pidgin,Africa,-25.384842,27.1400833333
fang1246,Fang (Equatorial Guinea),fan,Atlantic-Congo,Africa,1.723965,11.61454
fang1248,Fang (Cameroon),fak,Atlantic-Congo,Africa,6.54384,10.319
fani1244,Fania,fni,Atlantic-Congo,Africa,10.291,18.75
fare1241,Farefare,gur,Atlantic-Congo,Africa,11.0918,-0.81109
fare1244,Vach-Vasjugan,,Uralic,Eurasia,60.10378,79.873651
farn1234,Far Northwestern Nisu,nsf,Sino-Tibetan,Eurasia,25.646902,99.684187
faro1244,Faroese,fao,Indo-European,Eurasia,62.0732,-6.88497
farw1235,Far Western Muria,fmu,Dravidian,Eurasia,20.1754,80.4712
fass1245,Momu-Fas,fqs,Baibai-Fas,Papunesia,-3.10868,141.64
fasu1242,Fasu,faa,,Papunesia,-6.62687,143.284
fata1245,Fataleka,far,Austronesian,Papunesia,-8.59041,160.861
fata1247,Fataluku,ddg,Timor-Alor-Pantar,Papunesia,-8.49464,127.08
fayj1234,Fayjatases,,Unclassifiable,South America,,
fayu1238,Fayu,fau,Lakes Plain,Papunesia,-3.14497,136.867
fefe1239,Fe'fe',fmp,Atlantic-Congo,Africa,5.18158,10.1442
femb1238,Fembe,agl,East Strickland,Papunesia,-5.71596,142.254
fern1234,Pichi,fpe,Indo-European,Africa,3.74,8.78
fero1244,Feroge,fer,Atlantic-Congo,Africa,8.61612,25.7171
fiji1242,Fiji Hindi,hif,Indo-European,Papunesia,-17.8148,177.772
fiji1243,Fijian,fij,Austronesian,Papunesia,-18.0,178.33
fiji1246,Fiji Sign Language,,Sign Language,Papunesia,-18.14167,178.44194
fili1244,Filipino,fil,Austronesian,Papunesia,12.265,123.464
filo1235,Filomeno Mata Totonac,tlp,Totonacan,North America,20.1415,-97.5931
fina1242,Eastern-Southern Bontok,bkb,Austronesian,Papunesia,17.0319,121.11
finl1235,Finland-Swedish Sign Language,fss,Sign Language,Eurasia,60.39,25.67
finn1310,Finnish Sign Language,fse,Sign Language,Eurasia,60.661,25.0677
finn1318,Finnish,fin,Uralic,Eurasia,64.7628,25.5577
fino1238,Finongan,fag,Nuclear Trans New Guinea,Papunesia,-6.33005,146.629
fioo1234,Fio,,Atlantic-Congo,Africa,6.31256,10.2936
fipa1238,Fipa,fip,Atlantic-Congo,Africa,-7.88963,31.3442
fira1238,Firan,fir,Atlantic-Congo,Africa,9.65245,8.69095
fiwa1240,Fiwaga,fiw,East Kutubu,Papunesia,-6.66342,143.646
flec1235,Flecheiros,,Unattested,South America,,
flin1247,Flinders Island,fln,Pama-Nyungan,Australia,-14.1812,144.259
fnqi1234,Far North Queensland Indigenous Sign Language,,Sign Language,Australia,-14.830544,142.923879
foau1240,Abawiri,flh,Lakes Plain,Papunesia,-3.04582,139.213
foia1236,Foia Foia,ffi,Bookkeeping,Papunesia,,
foii1241,Foi,foi,East Kutubu,Papunesia,-6.47258,143.495
folo1238,Folopa,ppo,Teberan,Papunesia,-6.86321,144.458
foma1238,Foma,fom,Bookkeeping,Africa,0.88032,24.3202
fonn1241,Fon,fon,Atlantic-Congo,Africa,7.15484,1.66495
food1238,Foodo,fod,Atlantic-Congo,Africa,9.56489,1.40486
fora1245,Forak,frq,Nuclear Trans New Guinea,Papunesia,-5.69079,146.541
ford1242,Fordata,frd,Austronesian,Papunesia,-7.28902,131.511
fore1265,Forest Enets,enf,Uralic,Eurasia,68.6,86.5
fore1268,Forest Maninka,myq,Bookkeeping,Africa,9.49685,-7.53151
fore1270,Fore,for,Nuclear Trans New Guinea,Papunesia,-6.64473,145.5065
fore1274,Forest Nenets,,Uralic,Eurasia,63.72,71.97
fort1240,Kiai,frt,Austronesian,Papunesia,-15.4484,166.931
fran1260,Arpitan,frp,Indo-European,Eurasia,45.8051,6.48152
fran1266,Northern Chiapas Zoque,zos,Mixe-Zoque,North America,17.3654,-93.3633
fran1267,Francais Tirailleur,,Pidgin,Africa,,
fren1243,French Sign Language,fsl,Sign Language,Eurasia,47.0,3.0
fren1280,Bay Islands Sign Language,,Sign Language,North America,16.35726,-86.461386
friu1240,Friulian,fur,Indo-European,Eurasia,46.1473,13.0493
fuli1240,Fuliiru,flr,Atlantic-Congo,Africa,-3.04022,28.9865
fuln1247,Fulniô,fun,,South America,-9.02591,-37.1402
fumm1238,Fum,fum,Bookkeeping,Africa,6.66524,11.1087
fung1245,Fungwa,ula,Atlantic-Congo,Africa,10.5021,6.59138
furr1244,Fur,fvr,Furan,Africa,12.0455,23.6401
furu1242,Furu,fuu,Central Sudanic,Africa,4.485,20.6448
futu1245,Futuna-Aniwa,fut,Austronesian,Papunesia,-19.5303,170.215
fuyu1242,Fuyug,fuy,,Papunesia,-8.6371,147.312
fwai1237,Fwâi,fwa,Austronesian,Papunesia,-20.6873,164.901
fwee1238,Fwe,fwe,Atlantic-Congo,Africa,-17.72372,24.43151
fyam1238,Fyam,pym,Atlantic-Congo,Africa,9.59006,9.22293
fyer1241,Fyer,fie,Afro-Asiatic,Africa,9.49936,9.29503
gaaa1244,Ga,gaa,Atlantic-Congo,Africa,5.65488,-0.18598
gaaa1245,Gaa,ttb,Atlantic-Congo,Africa,8.4809,11.9603
gaam1241,Gaam,tbi,Eastern Jebel,Africa,11.4674,33.9797
gaan1243,Ga'anda,gqa,Afro-Asiatic,Africa,10.2955,12.6479
gabo1234,Gabogbo,gie,Kru,Africa,5.964761,-5.841819
gabr1253,Gabri,gab,Afro-Asiatic,Africa,9.33955,16.623
gabu1248,Gabutamon,gav,Bookkeeping,Papunesia,-5.8075,146.621
gada1258,Ga'dang,gdg,Austronesian,Papunesia,17.2238,121.455
gada1262,Gadang,gdk,Afro-Asiatic,Africa,10.425,16.997
gadd1242,Gaddi,gbk,Indo-European,Eurasia,32.36,76.5713
gadd1244,Gaddang,gad,Austronesian,Papunesia,16.5468,121.177
gade1236,Gade Lohar,gda,Indo-European,Eurasia,25.8583,78.2187
gade1242,Gade,ged,Atlantic-Congo,Africa,8.71139,7.49869
gadj1243,Gajirrabeng,gdh,Jarrakan,Australia,-15.4786,129.156
gads1258,Gadsup,gaj,Nuclear Trans New Guinea,Papunesia,-6.31631,145.997
gafa1240,Gafat,gft,Afro-Asiatic,Africa,10.11067,38.18108
gaga1249,Gagauz,gag,Turkic,Eurasia,44.59876,28.02769
gaga1251,Gaagudju,gbu,,Australia,-12.5176,132.643
gagn1235,Gagnoa Bété,btg,Kru,Africa,6.10051,-5.9701
gagu1242,Gban,ggu,Mande,Africa,6.40859,-5.51851
gahr1239,Bunan,bfu,Sino-Tibetan,Eurasia,32.2168,77.9596
gaik1242,Gaikundi,gbf,Ndu,Papunesia,-4.01718,143.139
gail1235,Gail,gic,Unclassifiable,Africa,-28.77,26.895
gain1243,Gaina,gcn,Nuclear Trans New Guinea,Papunesia,-9.14409,148.59
gala1252,Galatian,xga,Indo-European,Eurasia,39.34,32.84
gala1264,Galambu,glo,Afro-Asiatic,Africa,10.1258,10.2542
gale1257,Galeya,gar,Austronesian,Papunesia,-9.54137,150.836
gale1259,Galela,gbi,North Halmahera,Papunesia,2.31461,128.44
gali1258,Galician,glg,Indo-European,Eurasia,42.2446,-7.5343
gali1261,Galice,gce,Athabaskan-Eyak-Tlingit,North America,42.56343,-123.5854
gali1262,Galibi Carib,car,Cariban,South America,5.83772,-56.8323
gall1276,Gallurese Sardinian,sdn,Indo-European,Eurasia,41.1131,9.24279
gall1278,Gal,gap,Nuclear Trans New Guinea,Papunesia,-5.16351,145.623
galo1242,Galo,adl,Sino-Tibetan,Eurasia,27.9805586,94.6884956
galo1243,Galoli-Talur,gal,Austronesian,Papunesia,-8.61074,125.959
gama1251,Gamale Kham,kgj,Sino-Tibetan,Eurasia,28.411,82.6749
gamb1251,Gambera,gma,Worrorran,Australia,-14.29546,126.27131
gamb1252,Gambian Wolof,wof,Atlantic-Congo,Africa,13.5337,-16.1544
gamb1259,Gambian Sign Language,,Sign Language,Africa,13.453444,-16.580639
game1240,Gamela of Viana,,Unclassifiable,South America,-3.2913381,-45.1835185
gami1242,Gamit,gbl,Indo-European,Eurasia,21.0697,73.6839
gami1243,Yuwaalaraay-Gamilaraay,kld,Pama-Nyungan,Australia,-29.9037,149.543
gamk1238,Gamkonora,gak,North Halmahera,Papunesia,1.34308,127.506
gamo1241,Gamo-Ningi,bte,Atlantic-Congo,Africa,10.9346,9.24843
gamo1243,Gamo,gmv,Ta-Ne-Omotic,Africa,6.27645,37.23808
gamo1244,Gamo-Gofa-Dawro,gmo,Bookkeeping,Africa,6.57645,37.1381
gana1268,Birrdhawal,ihw,Pama-Nyungan,Australia,-37.05,148.93
gana1270,Ganang,gne,Atlantic-Congo,Africa,9.93195,9.09741
gana1274,//Gana,gnk,Khoe-Kwadi,Africa,-21.8555,22.2003
gana1277,Gana,gnq,Austronesian,Papunesia,5.57583,116.145
gana1278,Ganai,unn,Pama-Nyungan,Australia,-38.58,146.5
ganc1239,Gan Chinese,gan,Sino-Tibetan,Eurasia,27.9896,115.166
gand1255,Ganda,lug,Atlantic-Congo,Africa,0.66884,32.15153
gand1259,Gandhari,pgd,Indo-European,Eurasia,34.15,71.73
gane1237,Gane,gzn,Austronesian,Papunesia,-0.42618,127.976
gane1238,!Gã!ne,,Tuu,Africa,-31.32,28.75
gang1266,Gangte,gnb,Sino-Tibetan,Eurasia,24.5113,94.1681
gang1267,Ganggalida,gcd,Tangkic,Australia,-17.5446,139.426
gang1268,Gangulu,gnl,Pama-Nyungan,Australia,-22.7637,149.416
gang1270,Ganglau,ggl,Nuclear Trans New Guinea,Papunesia,-5.57945,146.1305
gang1272,Gangou,,Sino-Tibetan,Eurasia,35.55,102.43
gant1244,Gants,gao,Nuclear Trans New Guinea,Papunesia,-5.28113,144.771
ganz1246,Ganza,gza,Blue Nile Mao,Africa,10.2991,35.1373
ganz1247,Ganzi,gnz,Atlantic-Congo,Africa,6.544,19.347
gaoo1237,Gao,gga,Austronesian,Papunesia,-8.35163,159.789
gapa1238,Gapapaiwa,pwg,Austronesian,Papunesia,-9.73317,149.854
gara1269,Garrwa,wrk,Garrwan,Australia,-17.4504,137.72014
gard1245,Gardiol,,Indo-European,Eurasia,39.466667,16.0
garh1243,Garhwali,gbm,Indo-European,Eurasia,30.5061,78.7201
gari1253,Garig-Ilgar,ilg,Iwaidjan Proper,Australia,-11.412,132.182
gari1256,Garifuna,cab,Arawakan,North America,15.3529,-86.9091
garo1247,Garo,grt,Sino-Tibetan,Eurasia,25.2954,90.462
garr1259,Garre,gex,Afro-Asiatic,Africa,2.29633,44.6862
garr1261,Garreh-Ajuran,ggh,Bookkeeping,,,
garu1246,Garus,gyb,Nuclear Trans New Guinea,Papunesia,-4.9222,145.683
gasc1241,Gascon (Retired),gsc,Bookkeeping,,,
gata1239,Gata',gaq,Austroasiatic,Eurasia,18.6076,82.984
gauu1234,Gau,,Tai-Kadai,Eurasia,27.66,105.6569
gava1241,Gavar,gou,Afro-Asiatic,Africa,10.5603,13.8188
gavi1246,Gavião Do Jiparaná,gvo,Tupian,South America,-10.7235,-61.6752
gawa1247,Gawar-Bati,gwt,Indo-European,Eurasia,35.1982,71.5428
gaww1239,Ale-Gawwada,gwd,Afro-Asiatic,Africa,5.37869,37.2737
gayi1237,Gayil,gyl,South Omotic,Africa,6.15034,36.67211
gayo1244,Gayo,gay,Austronesian,Papunesia,4.3733,97.3456
gazi1243,Gazic,gzi,Indo-European,Eurasia,34.0357,49.4553
gbag1258,Gbagyi,gbr,Atlantic-Congo,Africa,9.29842,6.90495
gban1258,Gbanziri-Boraka,gbg,Atlantic-Congo,Africa,4.68467,20.2609
gban1260,Gbanu,gbv,Atlantic-Congo,Africa,5.28183,17.3887
gbar1246,Gbari,gby,Atlantic-Congo,Africa,8.46411,7.10757
gbat1238,Gbati-ri,gti,Bookkeeping,Africa,2.98585,28.7911
gbay1278,Gbayi,gyg,Atlantic-Congo,Africa,5.57378,21.9707
gbay1281,Gbaya-Mbodomo,gmm,Atlantic-Congo,Africa,4.800365,14.606865
gbay1286,Gbaya-Bozoum,gbq,Atlantic-Congo,Africa,5.9879,16.4643
gbay1287,Gbaya-Bossangoa,gbp,Atlantic-Congo,Africa,6.61896,17.645
gbay1288,Kresh-Woro,krs,Kresh-Aja,Africa,8.43391,25.0
gbes1238,Gbesi Gbe,gbs,Atlantic-Congo,Africa,6.55911,2.0269
gbii1242,Gbii,ggb,Kru,Africa,5.87021,-8.9346
gbin1239,Gbin,xgb,Mande,Africa,8.020857,-2.811213
gbir1241,Gbiri-Niragu,grh,Atlantic-Congo,Africa,10.3923,8.43157
gbol1235,Gboloo Grebo,gec,Kru,Africa,4.75405,-7.66699
geba1237,Geba Karen,kvq,Sino-Tibetan,Eurasia,19.4991,96.9492
gebe1237,Gebe,gei,Austronesian,Papunesia,-0.07877,129.424
geda1237,Gedaged,gdd,Austronesian,Papunesia,-5.18175,145.781
gede1246,Gedeo,drs,Afro-Asiatic,Africa,6.18469,38.2395
geee1239,Ge,hmj,Hmong-Mien,Eurasia,26.8542,107.823
geez1241,Geez,gez,Afro-Asiatic,Africa,10.1342,40.6821
geic1236,Jeicó,,Nuclear-Macro-Je,South America,-6.56,-43.0
geko1235,Geko Karen,ghk,Sino-Tibetan,Eurasia,19.6741,96.5308
gela1261,Gelao,gio,Bookkeeping,Eurasia,26.1545,106.235
gela1263,Gela,nlg,Austronesian,Papunesia,-9.04587,160.186
gela1264,Gelao Mulao,giu,Tai-Kadai,Eurasia,26.574605,107.239537
gema1236,Geman Deng,gen,Bookkeeping,,,
geme1244,Geme,geq,Atlantic-Congo,Africa,8.48359,20.6611
gend1249,Gende,gaf,Nuclear Trans New Guinea,Papunesia,-5.67528,145.177
geng1243,Gengle,geg,Bookkeeping,Africa,8.8956,11.9527
genn1243,Gen,gej,Atlantic-Congo,Africa,6.25971,1.67727
geor1254,Georgian Sign Language,,Sign Language,Eurasia,41.727762,44.813437
gepo1234,Gepo,ygp,Sino-Tibetan,Eurasia,25.7,102.5
gera1246,Gera,gew,Afro-Asiatic,Africa,10.4331,10.12
germ1281,German Sign Language,gsg,Sign Language,Eurasia,50.8154,7.30478
geru1240,Geruma,gea,Afro-Asiatic,Africa,10.4775,9.78484
gese1240,Geser-Gorom,ges,Austronesian,Papunesia,-3.8016,130.701
geya1234,Gey,guv,Bookkeeping,Africa,9.37513,13.5809
ghad1239,Ghadames,gha,Afro-Asiatic,Africa,30.1168,10.0165
ghan1235,Ghanaian Sign Language,gse,Sign Language,Africa,5.55225,-0.30274
ghan1242,Ghanongga,ghn,Austronesian,Papunesia,-8.02035,156.552
ghan1244,Ghanaian Pidgin English,gpe,Indo-European,Africa,5.793241,-0.283641
ghan1245,Ghandruk Sign Language,gds,Sign Language,Eurasia,28.377,83.807
ghar1239,Ghari,gri,Austronesian,Papunesia,-9.4791,159.917
ghar1240,Ghardaia Sign Language,ajs,Sign Language,Africa,32.483333,3.666667
ghay1237,Ghayavi,bmk,Austronesian,Papunesia,-10.011,149.84
gheg1238,Gheg Albanian,aln,Indo-European,Eurasia,42.317,21.3837
gher1238,Ghera,ghr,Indo-European,Eurasia,25.383,68.368
ghod1238,Godoberi,gdo,Nakh-Daghestanian,Eurasia,42.7428,46.2252
ghom1247,Ghomálá',bbj,Atlantic-Congo,Africa,5.39619,10.352
ghom1257,Ghomara,gho,Afro-Asiatic,Africa,34.7979,-4.6696
ghot1243,Ghotuo,aaa,Atlantic-Congo,Africa,7.11551,5.95663
ghul1238,Uncunwee,ghl,Nubian,Africa,11.6432,29.8122
gian1241,Giangan,bgi,Austronesian,Papunesia,6.99967,125.359
giba1240,Gibanawa,gib,Pidgin,Africa,12.584,8.615
gida1247,Gidar,gid,Afro-Asiatic,Africa,9.874715,14.07845
giiw1236,Giiwo,kks,Afro-Asiatic,Africa,10.35754,10.46037
giky1238,Gikyode,acd,Atlantic-Congo,Africa,8.39478,0.56975
gila1241,Gilaki,glk,Indo-European,Eurasia,37.1344,49.8359
gilb1244,Gilbertese,gil,Austronesian,Papunesia,0.179,173.64
gili1241,Gilima,gix,Atlantic-Congo,Africa,4.5585,19.0091
gily1242,Amur Nivkh,niv,Nivkh,Eurasia,52.59,140.681
gimi1242,Gimi (West New Britain),gip,Austronesian,Papunesia,-6.02464,149.478
gimi1243,Gimi (Eastern Highlands),gim,Nuclear Trans New Guinea,Papunesia,-6.42097,145.214
gimm1241,Gimme,kmp,Atlantic-Congo,Africa,8.58084,12.6658
gimn1238,Gimnime,gmn,Atlantic-Congo,Africa,8.58129,12.7869
ginu1240,Ginuman,gnm,Dagan,Papunesia,-10.0298,149.7
giny1241,Ginyanga,ayg,Atlantic-Congo,Africa,8.2327,0.98348
gira1247,Girawa,bbr,Nuclear Trans New Guinea,Papunesia,-5.35342,145.423
giri1245,Girirra,gii,Afro-Asiatic,Africa,5.76,42.17
giry1241,Giryama,nyf,Atlantic-Congo,Africa,-3.30638,39.6648
gito1238,Gitonga,toh,Atlantic-Congo,Africa,-23.7964,35.1577
gitu1237,Gitua,ggt,Austronesian,Papunesia,-6.0151,147.485
gitx1241,Gitxsan,git,Tsimshian,North America,55.09,-128.08
giya1234,Giya,,Pama-Nyungan,Australia,-20.40181798643,148.46292086792
giyu1238,Giyug,giy,Unattested,Australia,-13.2001,130.092
gize1234,Gizey,,Afro-Asiatic,Africa,10.023278,15.269103
gizr1240,Gizrra,tof,Eastern Trans-Fly,Papunesia,-9.183,142.804
glar1241,Glaro-Twabo,glr,Kru,Africa,5.23264,-7.50317
glav1244,Glavda,glw,Afro-Asiatic,Africa,11.1334,13.8652
glio1241,Glio-Oubi,oub,Kru,Africa,5.39966,-7.50585
gnau1240,Gnau,gnu,Nuclear Torricelli,Papunesia,-3.59093,142.196
goan1235,Goan Konkani,gom,Indo-European,Eurasia,15.2732,74.2098
goar1239,Goaria,gig,Indo-European,Eurasia,27.253,68.363
goba1246,Gobasi,goi,East Strickland,Papunesia,-6.48678,142.201
gobu1238,Gobu,gox,Atlantic-Congo,Africa,5.01201,20.0194
godi1239,Godié,god,Kru,Africa,5.3944,-5.82696
godw1241,Godwari,gdx,Indo-European,Eurasia,24.885,72.846
goem1240,Goemai,ank,Afro-Asiatic,Africa,8.74455,9.72453
gofa1235,Gofa,gof,Ta-Ne-Omotic,Africa,6.57645,37.05
gogo1263,Gogo,gog,Atlantic-Congo,Africa,-6.35951,35.4807
gogo1265,Gogodala,ggw,Suki-Gogodala,Papunesia,-8.08527,142.874
goka1239,Gokana,gkn,Atlantic-Congo,Africa,4.61889,7.34457
gola1255,Gola,gol,Atlantic-Congo,Africa,7.06193,-10.8138
goli1247,Golin,gvf,Nuclear Trans New Guinea,Papunesia,-6.2249,144.8505
golo1234,Golo,,Atlantic-Congo,Africa,7.75,26.85
gone1237,Gone Dau,goo,Austronesian,Papunesia,-16.5886,178.599
gong1251,Gongduk,goe,Sino-Tibetan,Eurasia,27.066,91.1686
gonj1241,Gonja,gjn,Atlantic-Congo,Africa,8.48801,-0.72757
gooa1234,Goo,gov,Mande,Africa,7.580998,-7.562563
goon1238,Gooniyandi,gni,Bunaban,Australia,-18.4073,126.351
gora1261,Gorap,goq,Austronesian,Papunesia,2.13058,128.261
gora1262,Gorakor,goc,Austronesian,Papunesia,-6.85564,146.579
goro1259,Gorontalo,gor,Austronesian,Papunesia,0.62689,122.288
goro1261,Gorovu,grq,Ramu,Papunesia,-4.52947,144.59
goro1270,Gorowa,gow,Afro-Asiatic,Africa,-4.23575,35.7996
gorr1238,Gor,gqr,Central Sudanic,Africa,8.0841,17.0713
goth1244,Gothic,got,Indo-European,Eurasia,46.9304,29.9786
goun1238,Goundo,goy,Atlantic-Congo,Africa,9.46683,16.255
gour1243,Gourmanchéma,gux,Atlantic-Congo,Africa,11.6711,1.28489
gowl1241,Gowli,gok,Bookkeeping,Eurasia,21.7726,77.3733
gowl1242,Gowlan,goj,Bookkeeping,Eurasia,21.5096,77.2647
gowr1239,Gowro,gwf,Indo-European,Eurasia,35.1243,73.1233
goza1238,Alamuti,goz,Indo-European,Eurasia,36.4133,50.6987
gran1245,Grangali-Ningalami,nli,Indo-European,Eurasia,34.945491,70.703334
gras1249,Grass Koiari,kbk,Koiarian,Papunesia,-9.51218,147.437
gree1271,Greek Sign Language,gss,Sign Language,Eurasia,38.0536,23.3762
gree1278,Hagei Gelao,giq,Tai-Kadai,Eurasia,22.5632,104.698
gren1247,Grenadian Creole English,gcl,Indo-European,North America,12.0067,-61.6989
gres1240,Gresi,grs,Nimboranic,Papunesia,-2.72229,140.279
grom1238,Groma,gro,Sino-Tibetan,Eurasia,27.6089,88.8541
gron1242,Gronings,gos,Indo-European,Eurasia,53.2842,6.698
gros1243,Gros Ventre,ats,Algic,North America,48.4834,-108.738
gser1236,Gser-Rdo,,Sino-Tibetan,Eurasia,31.90336,100.8677
guaa1238,Gua,gwx,Atlantic-Congo,Africa,6.52106,0.16932
guac1239,Guachi,,,South America,-19.5572257,-57.5663223
guac1240,Guachipas,,Unclassifiable,South America,,
guad1242,Guadeloupe-Martinique Creole French,gcf,Indo-European,North America,16.304875,-61.405914
guah1255,Sikuani,guh,Guahiboan,South America,5.81736,-68.9839
guai1237,Guaicurian,,,North America,24.1666666667,-110.3
guai1246,Guaicaro,,Unclassifiable,South America,,
guaj1256,Guajá,gvj,Tupian,South America,-3.93574,-46.3683
gual1239,Guale,,Unattested,North America,,
guam1236,Guamo,,,South America,8.2351027,-67.4018753
guam1248,Guambiano,gum,Barbacoan,South America,2.55849,-76.582
guan1266,Khroskyabs,jiq,Sino-Tibetan,Eurasia,31.5655,101.928
guan1268,Guaná (Paraguay),gva,Lengua-Mascoy,South America,-21.9803,-58.0654
guan1269,Kotiria,gvc,Tucanoan,South America,1.07554,-69.5705
guan1277,Guanche,gnc,Afro-Asiatic,Africa,28.0,-15.5
guar1292,Guarayu,gyr,Tupian,South America,-15.8247,-61.6934
guar1293,Baniva de Maroa,gae,Arawakan,South America,1.80835,-66.922505
guat1249,Guatemalan Sign Language,gsm,Sign Language,North America,14.5034,-90.5667
guat1253,Guató,gta,,South America,-17.8696,-57.2897
guay1257,Guayabero,guo,Guahiboan,South America,2.8969,-71.844
gube1234,Gubeeher-Gufangor-Gubelor,,Atlantic-Congo,Africa,12.526764,-16.352752
guda1244,Gudang,xgd,Pama-Nyungan,Australia,-10.91613599,142.5768928
gude1246,Gude,gde,Afro-Asiatic,Africa,10.2138,13.403
gudj1237,Gudjal,,Pama-Nyungan,Australia,-19.44157406,144.6482584
gudu1250,Gudu,gdu,Afro-Asiatic,Africa,10.1206,12.5359
gudu1252,Guduf-Gava,gdf,Afro-Asiatic,Africa,11.1057,13.7893
guen1235,Güenoa,,Charruan,South America,-33.810189,-54.473877
guer1241,Central Guerrero Nahuatl,ngu,Uto-Aztecan,North America,17.8583,-99.0023
guer1243,Guerrero Amuzgo,amu,Otomanguean,North America,16.77226,-98.18953
guev1238,Guevea De Humboldt Zapotec,zpg,Otomanguean,North America,16.7312,-95.3641
guga1239,Gugadj,ggd,Pama-Nyungan,Australia,-17.8372,141.168
gugu1253,Gugu Badhun,gdc,Pama-Nyungan,Australia,-18.4921,144.46
gugu1254,Gugubera,kkp,Pama-Nyungan,Australia,-15.4296,141.635
gugu1255,Guugu Yimidhirr,kky,Pama-Nyungan,Australia,-14.9424,144.831
gugu1256,Roth's Gugu Warra,wrw,Pama-Nyungan,Australia,-12.713,142.569
gugu1257,Gugu Mini,ggm,Bookkeeping,Australia,,
guhu1244,Guhu-Samane,ghs,Nuclear Trans New Guinea,Papunesia,-7.99922,147.228
guia1246,Guianese Creole French,gcr,Indo-European,South America,4.94804,-52.7336
guib1244,Guibian Zhuang,zgn,Tai-Kadai,Eurasia,24.3,106.2
guib1245,Guibei Zhuang,zgb,Tai-Kadai,Eurasia,24.9,108.1
guib1246,Guiberoua Béte,bet,Kru,Africa,6.13837,-6.51291
guil1236,Güilá Zapotec,ztu,Otomanguean,North America,16.8824,-96.4572
guin1250,Guinean Sign Language,gus,Sign Language,Africa,9.553,-13.674
guin1254,Guinea Kpelle,gkp,Mande,Africa,7.93196,-8.98843
guin1258,Guinau,,Arawakan,South America,4.797607,-64.73877
guin1260,Guinea-Bissau Sign Language,lgs,Sign Language,Africa,11.859297,-15.591553
guiq1238,Guiqiong,gqi,Sino-Tibetan,Eurasia,30.4803,102.128
guja1252,Gujarati,guj,Indo-European,Eurasia,22.687,71.0962
guja1253,Gujari,gju,Indo-European,Eurasia,33.7,75.11
gula1265,Gula Iro,glj,Atlantic-Congo,Africa,10.267,19.5359
gula1266,Gula (Central African Republic),kcm,Central Sudanic,Africa,9.49092,23.3805
gula1268,Gulay,gvl,Central Sudanic,Africa,9.06629,17.3151
